Time (mins),FC1,FC2,FG,TO,FO,DT,TS1,TS2
272.0,95.820375335,103.59252427,96.142326916,786.123633,198.931131,1.14281012,1258.93534,1262.10777
273.0,96.071831224,102.93279784,95.698036946,786.386842,199.100305,1.47224319,1260.6966,1263.25285
274.0,96.226388962,102.52084529,95.45672067,786.903231,199.204503,1.7371336,1261.87281,1264.80625
275.0,96.435853726,102.30183346,95.438624831,787.158524,199.137878,1.96289065,1262.07291,1265.52329
276.0,96.331426034,102.66479163,95.75542532,786.925276,199.007664,1.90669744,1260.10415,1265.47094
277.0,95.764667867,103.41903153,95.970194366,786.492514,198.917672,1.53107364,1257.7445,1265.65488
278.0,95.13965201,104.17543469,96.23601633,786.031511,198.943854,1.03786015,1255.9175,1265.19865
279.0,94.775550381,104.2398442,95.893802183,786.089591,199.023802,0.754656839,1257.43009,1265.57606
280.0,94.822925152,104.03113635,95.827689318,786.356835,199.120897,0.684347588,1259.10107,1265.28211
281.0,95.258508254,103.42509422,95.634984922,786.622606,199.085729,0.907495192,1261.284,1264.96799
282.0,95.133118864,103.53424341,95.597527877,786.820598,199.008507,0.840215315,1261.1657,1265.85948
283.0,94.614675837,104.12520476,95.600235364,786.890578,198.900205,0.506349623,1260.0813,1266.96128
284.0,94.650900712,104.31536746,95.833643607,786.706612,198.822591,0.392686841,1259.49221,1265.79728
285.0,94.737683815,104.21951099,95.697815376,786.674524,198.795021,0.381030465,1260.07815,1265.40157
286.0,95.123880342,103.93232348,95.820896489,786.650093,198.852103,0.547767299,1260.3767,1264.28611
287.0,95.187896045,103.83232989,95.742220895,786.653154,198.887134,0.616226617,1260.4003,1264.51125
288.0,95.640200259,103.48937055,95.974555779,786.479755,198.94349,0.88579896,1260.18129,1263.32664
289.0,96.125893333,103.01316767,96.09299154,786.180883,198.969069,1.24256034,1260.04209,1262.41762
290.0,96.096944894,102.97777788,96.181209247,785.940786,199.022569,1.35056217,1259.05706,1262.81504
291.0,95.823506312,103.010459,96.005068282,785.976576,199.0614,1.33524037,1259.06678,1264.1833
292.0,95.09066589,103.42530291,95.635617421,786.41413,199.065841,1.01872298,1259.52791,1266.86776
293.0,94.398861801,104.00044088,95.428952637,786.919991,198.988549,0.582394225,1260.02568,1268.69815
294.0,93.857756042,104.57569005,95.259804701,787.328244,198.831022,0.122887966,1260.59989,1269.59068
295.0,93.395374388,105.33942524,95.410168436,787.413144,198.687116,-0.403344446,1259.90965,1269.14712
296.0,93.471528372,105.6735218,95.745222671,787.074455,198.602559,-0.660846418,1259.19849,1266.7296
297.0,93.792266951,105.62331206,96.012823425,786.583723,198.646639,-0.684971047,1258.73395,1264.16378
298.0,93.899069989,105.40118631,95.84459392,786.480527,198.812776,-0.643227306,1259.33614,1263.74962
299.0,94.19315282,104.904409,95.649090301,786.725869,199.01371,-0.405202721,1260.73798,1263.86243
300.0,94.372594775,104.72425202,95.779813494,786.750405,199.109225,-0.233036929,1260.52467,1263.83418
301.0,94.965714361,104.15996796,95.935225654,786.501958,199.105338,0.198273187,1260.65101,1262.73124
302.0,95.746765908,103.16441397,95.679841959,786.561583,199.102507,0.867271901,1262.24042,1262.64309
303.0,96.598356067,102.53252124,96.164361944,786.263752,199.110232,1.52226036,1261.09457,1261.26761
304.0,96.733645021,102.41725151,96.326323067,785.753109,199.043881,1.84187022,1259.21029,1261.63842
305.0,96.470256333,102.52596668,96.331724303,785.521401,199.07288,1.91905503,1258.00436,1262.8538
306.0,95.761169953,102.84695564,95.96429664,785.793046,199.098886,1.70942014,1258.26386,1265.57327
307.0,95.630159045,102.62687595,95.532225527,786.462794,199.064665,1.7301058,1260.69587,1267.21285
308.0,95.728238644,102.55102075,95.49028486,786.914718,198.912485,1.76452351,1261.75613,1267.58665
309.0,95.294875481,103.17685854,95.533300761,787.02572,198.694002,1.43887455,1260.71028,1268.35504
310.0,95.375096815,103.41424129,95.745456422,786.866785,198.555754,1.3226761,1260.05816,1267.00669
311.0,95.272718837,103.7596456,95.907386725,786.598355,198.527748,1.11807662,1258.99905,1266.0092
312.0,95.823642102,103.32917402,96.022251901,786.365075,198.614944,1.3336094,1259.53231,1263.958
313.0,96.105715355,102.94336585,95.900367101,786.364335,198.754084,1.5293813,1260.14895,1263.74366
314.0,96.203414493,102.58413931,95.55707622,786.741048,198.886995,1.70629631,1261.38054,1264.97618
315.0,95.784568531,102.95771541,95.500674393,787.063056,198.941024,1.52136115,1260.76385,1266.65702
316.0,96.223064026,102.50851536,95.360793071,787.286697,198.889867,1.77237396,1262.14549,1266.23877
317.0,96.616827201,102.25996825,95.398296568,787.385517,198.840673,1.9863078,1262.2429,1265.76679
318.0,96.731814895,102.36494933,95.523307053,787.285336,198.804308,2.03620696,1261.12304,1265.51325
319.0,96.579893086,102.76200384,95.757474973,786.988739,198.828471,1.89727762,1259.24624,1265.12075
320.0,96.081340221,103.40861355,95.975954673,786.587322,198.917902,1.52559096,1257.24,1264.93704
321.0,95.285403169,104.15630768,96.040967095,786.294574,199.059233,0.959032613,1256.00629,1265.29438
322.0,94.571189084,104.63546868,95.908038041,786.283155,199.202807,0.421673799,1256.47178,1265.83586
323.0,94.303829578,104.79160897,96.007127798,786.229691,199.282441,0.0856732945,1257.27341,1265.14375
324.0,94.572445147,104.39418446,96.034502459,786.097222,199.25718,0.109647712,1258.83523,1263.85551
325.0,93.955281433,104.69875017,95.688712389,786.343738,199.203266,-0.246178195,1259.50292,1265.86025
326.0,93.225294102,105.16150107,95.258705194,786.997455,199.124387,-0.696215738,1260.73162,1268.34013
327.0,93.666881085,104.92607328,95.403481007,787.287103,198.967602,-0.623548478,1262.05586,1266.92952
328.0,94.047546328,104.91828786,95.711281686,787.017319,198.774,-0.558174012,1261.28458,1265.19382
329.0,94.403023081,104.68858739,95.678954581,786.838617,198.713651,-0.376596791,1261.20421,1264.3316
330.0,94.456272299,104.70501469,95.682876789,786.84313,198.797712,-0.311248858,1260.61765,1264.40729
331.0,94.704014299,104.43419653,95.594755182,786.9398,198.895678,-0.100360528,1260.99612,1264.35672
332.0,95.272225772,103.94745748,95.736780149,786.879019,198.984215,0.292824635,1261.12376,1263.34506
333.0,95.854420553,103.33366429,95.720653186,786.78064,199.035547,0.776121628,1261.42637,1262.86926
334.0,96.023873303,103.2415892,95.950361761,786.533907,199.096925,1.02257309,1260.00383,1262.82705
335.0,95.826891549,103.36510393,95.96620293,786.307309,199.127312,1.06855496,1258.90015,1263.60131
336.0,95.881157268,103.07057679,95.731265015,786.443607,199.173362,1.25245267,1259.85601,1264.36637
337.0,95.793309113,103.09801583,95.750306803,786.58306,199.179573,1.28547965,1259.81796,1265.03354
338.0,94.976616355,103.97709417,95.900498674,786.458223,199.103627,0.816672337,1257.88032,1266.30907
339.0,93.705622434,105.27522852,95.991941232,786.252796,199.03286,-0.0255711308,1255.92814,1267.57897
340.0,92.89416881,106.24614516,96.381672373,785.791063,199.006477,-0.768740185,1254.61386,1266.39082
341.0,92.356718676,106.73915797,96.541379274,785.303971,198.997935,-1.33582637,1254.70144,1264.98265
342.0,92.377802612,106.38304954,96.331299184,785.278443,199.045394,-1.4549301,1257.25165,1264.07844
343.0,92.599567213,105.55103641,95.592323012,786.065709,199.062222,-1.2588975,1261.73505,1265.49355
344.0,93.023815701,104.99150414,95.395580674,786.861677,198.961765,-0.953779672,1264.02378,1266.39092
345.0,93.277430016,104.84395031,95.265097289,787.301535,198.691378,-0.734988126,1264.46515,1267.31283
346.0,93.826057602,104.74374325,95.559767694,787.248179,198.466025,-0.420743823,1263.34135,1266.1515
347.0,94.378995908,104.60666667,95.820275108,786.87911,198.351143,-0.0758066189,1261.77998,1264.59926
348.0,95.10472824,104.20039126,96.12948807,786.403502,198.424029,0.41547474,1260.44983,1262.57693
349.0,95.114153063,104.08475576,95.95236479,786.298509,198.61124,0.637401722,1259.74186,1263.41102
350.0,95.196218707,103.807994,95.777444582,786.53066,198.842533,0.895471727,1260.17277,1264.33627
351.0,95.437933371,103.61798723,96.032408091,786.420574,198.961325,1.15364692,1259.5598,1263.88363
352.0,95.846235078,103.0683292,95.946999415,786.283185,198.975621,1.55860107,1260.18138,1263.66882
353.0,96.768379142,102.07266713,95.989068535,786.228145,199.002387,2.27278073,1261.27601,1262.62732
354.0,97.093056736,101.63943559,95.911931307,786.245386,198.973113,2.70957247,1261.12269,1263.50505
355.0,97.049390002,101.52570448,95.680832711,786.503806,198.929091,2.92529314,1261.09462,1265.37288
356.0,96.584123743,102.02545664,95.676386253,786.711258,198.863558,2.76459682,1259.92081,1267.08544
357.0,95.640216023,103.02034309,95.604700459,786.844202,198.767403,2.19732644,1258.52395,1268.90074
358.0,95.157774387,103.6602042,95.691367754,786.856337,198.714796,1.73280685,1258.12246,1268.56842
359.0,94.751394265,104.17555835,95.709029524,786.812466,198.696717,1.27394439,1258.08297,1267.98944
