Time (mins),FC1,FC2,FG,TO,FO,DT,TS1,TS2
643.0,102.19467907,101.62237237,95.206293204,786.555946,203.971829,-0.502521049,1264.5513,1260.7799
644.0,102.57774643,101.31431581,95.43946053,786.506897,203.996829,-0.199059386,1264.04791,1260.46774
645.0,103.05133351,100.83654791,95.488796167,786.289735,203.936903,0.206254387,1263.92303,1260.10261
646.0,102.64381427,101.14133446,95.38803119,786.289435,203.921956,0.1341883,1262.75767,1261.88841
647.0,102.08738485,101.50674384,95.085702917,786.628625,203.910598,-0.0818558625,1262.87841,1264.0041
648.0,101.52619341,102.25295814,95.340518226,786.657644,203.868782,-0.496160491,1261.51552,1264.32814
649.0,101.53370423,102.56394866,95.815843424,786.083613,203.777231,-0.687090263,1260.28631,1262.08538
650.0,101.27730064,102.71834793,95.72597121,785.754727,203.777871,-0.903973952,1260.35541,1261.70765
651.0,100.74046095,102.90123394,95.315790796,786.107277,203.884465,-1.20136233,1261.66467,1263.30655
652.0,100.64000701,102.67887307,94.841109352,786.866974,203.921526,-1.25326029,1264.419,1264.68308
653.0,101.12799313,102.24829973,94.774467061,787.386067,203.828249,-1.02458677,1266.21382,1264.29961
654.0,102.31805288,101.39580337,95.000636768,787.350967,203.658459,-0.377183091,1266.94755,1261.91111
655.0,103.31214159,100.68623353,95.131621663,787.115481,203.564404,0.293560978,1266.41012,1260.46074
656.0,103.86000413,100.45132505,95.449558628,786.720235,203.614221,0.758502049,1264.19113,1259.61112
657.0,103.96604421,100.47694464,95.656207522,786.267381,203.742273,0.997452943,1261.96364,1259.52328
658.0,103.85570933,100.35043461,95.435548789,786.234678,203.931958,1.15109327,1261.81336,1260.67407
659.0,103.68399137,100.31056596,95.334269626,786.419902,204.102302,1.20171958,1262.01144,1261.80391
660.0,103.2941338,100.54949936,95.264487685,786.549536,204.136916,1.0541233,1261.90274,1263.03549
661.0,102.37668999,101.42470814,95.28868564,786.565991,204.089463,0.495793347,1260.68426,1264.55412
662.0,102.08305136,101.82014054,95.495584235,786.349017,204.00752,0.157949115,1260.40978,1263.63052
663.0,101.33838808,102.70342702,95.78671607,785.9065,203.938813,-0.480563611,1258.76476,1263.16464
664.0,100.59289117,103.2820216,95.641693696,785.769639,203.926939,-1.07900402,1259.09128,1263.46315
665.0,100.15126087,103.54694661,95.531103452,785.926272,203.965231,-1.5119392,1260.37094,1263.48743
666.0,100.73918014,102.8586443,95.494333583,786.060061,203.935125,-1.32097629,1263.00157,1261.79751
667.0,101.40852781,102.1574457,95.510106201,786.093879,203.856152,-0.959315564,1264.40085,1260.74232
668.0,101.10231934,102.2446531,95.127694001,786.44866,203.770043,-1.00608787,1264.69473,1263.05864
669.0,100.97767892,102.24701624,94.770040864,787.103621,203.70202,-0.993772211,1265.76951,1264.8707
670.0,101.28032005,102.36484567,95.167258056,787.130691,203.583671,-0.907487465,1264.73177,1263.68768
671.0,101.73898371,102.2506177,95.418204378,786.705629,203.464012,-0.699509246,1263.68489,1261.88335
672.0,101.76004801,102.50709635,95.76746775,786.160647,203.524397,-0.704006447,1261.44163,1260.735
673.0,101.6031459,102.53626458,95.644337751,785.952229,203.679465,-0.71541192,1261.12619,1260.96692
674.0,101.47354868,102.33596345,95.303324487,786.278011,203.875358,-0.669391326,1262.46983,1262.1449
675.0,101.42672029,102.07962003,94.919966987,786.883776,203.963376,-0.580074903,1264.3552,1263.69567
676.0,101.35473621,102.25114988,95.033673376,787.122224,203.912088,-0.614401368,1264.09611,1264.09584
677.0,101.70308681,102.16059592,95.287374911,786.868645,203.776839,-0.460080207,1263.5408,1262.68862
678.0,101.81995686,102.12014423,95.256434919,786.697062,203.719855,-0.366836326,1263.16516,1262.37721
679.0,102.08592544,101.96994635,95.373587784,786.584423,203.767798,-0.190702261,1262.81106,1261.63335
680.0,102.11629725,101.90950041,95.297622396,786.572526,203.825232,-0.0972793261,1262.68455,1261.91796
681.0,101.71285391,102.12139359,94.978173952,786.909006,203.902112,-0.223399693,1262.98422,1263.74239
682.0,101.58840755,102.25516178,94.943670491,787.200713,203.943341,-0.291840579,1263.26589,1264.19216
683.0,101.93206793,102.27303743,95.457469136,786.806883,203.906976,-0.204998695,1262.09334,1262.01588
684.0,101.75774356,102.57963098,95.675950839,786.202266,203.885841,-0.336106637,1260.39693,1261.22283
685.0,101.9077389,102.06949823,95.210278895,786.353444,203.992262,-0.148184962,1262.42285,1261.69063
686.0,102.74705934,100.99729842,94.942844744,786.902045,204.1073,0.456552488,1265.32315,1261.50558
687.0,102.87017447,100.98806486,95.103106195,787.032117,204.063946,0.635537223,1264.37815,1262.20144
688.0,102.80388519,101.18405616,95.212989455,786.860121,203.957416,0.676487178,1263.02871,1262.56289
689.0,103.06882178,101.05095549,95.372709443,786.608663,203.924357,0.858659283,1262.42323,1261.68848
690.0,103.22764494,100.84698465,95.293392142,786.53735,203.945552,1.02190573,1262.51836,1261.67143
691.0,103.23061515,100.80227039,95.268835032,786.594564,204.003627,1.0886894,1262.40478,1262.06325
692.0,103.35780585,100.83646001,95.619212405,786.295207,204.027295,1.14920419,1261.28681,1261.12756
693.0,103.0945563,100.99691215,95.586781268,786.036256,204.029159,1.03965667,1260.70662,1261.5477
694.0,103.00839429,100.9922172,95.669295886,785.899562,204.084194,0.992615878,1260.66647,1261.38555
695.0,102.67075176,101.04555693,95.406390486,786.046247,204.086619,0.840386212,1261.48599,1262.6339
696.0,102.64720172,100.98556878,95.422004291,786.207274,204.057949,0.794018117,1262.19453,1262.75197
697.0,102.39554148,101.14113505,95.290663629,786.354801,203.944069,0.622059121,1262.59515,1263.584
698.0,102.31180873,101.13766454,95.074223186,786.675343,203.840303,0.53249279,1263.64907,1264.24633
699.0,102.8997903,100.6813548,95.119684006,786.859023,203.739094,0.784786946,1264.7745,1263.09497
700.0,102.87529536,100.95827159,95.319538642,786.720866,203.642554,0.703567686,1263.34666,1262.87298
701.0,102.25520597,101.67978077,95.322830305,786.595411,203.622084,0.291292299,1261.67134,1263.75339
702.0,102.02712059,102.10309774,95.610825182,786.315573,203.692578,0.000970717783,1260.53207,1262.67935
703.0,102.33089534,101.71095702,95.527957505,786.160564,203.773381,0.0872707213,1261.77101,1261.41286
704.0,102.74427402,101.18710317,95.510128338,786.175118,203.892327,0.313669699,1262.84926,1260.67496
705.0,103.16735174,100.5166733,95.234471238,786.42394,203.942169,0.661461386,1264.50418,1261.13887
706.0,102.79277124,100.73756994,95.016905406,786.827121,203.938572,0.562983397,1264.30649,1263.43494
707.0,102.41235594,101.21359447,95.065357456,787.000288,203.853723,0.328543675,1263.43899,1264.42197
708.0,101.57879179,102.25324427,95.212145153,786.886577,203.745929,-0.282358528,1261.43345,1265.17024
709.0,101.40687497,102.52659093,95.199604802,786.804683,203.705936,-0.57228654,1261.74173,1264.25736
710.0,101.12073068,102.8600578,95.152971365,786.856802,203.747969,-0.909429772,1261.93624,1263.9709
711.0,100.9446201,103.27119029,95.492531009,786.594493,203.809802,-1.22404186,1260.94352,1262.6132
712.0,100.90651694,103.38253932,95.673847936,786.161495,203.866797,-1.39308554,1260.53912,1261.19774
713.0,100.92974002,103.43396546,96.056630544,785.577057,203.983135,-1.4885417,1259.58536,1259.48034
714.0,100.67063086,103.26201276,95.709025844,785.503744,204.085109,-1.56373552,1260.77182,1260.39622
715.0,100.62957628,102.85025535,95.322536529,786.010622,204.177974,-1.47702083,1263.13173,1261.83289
716.0,100.97082411,102.30656097,95.132344304,786.507525,204.096198,-1.19373053,1265.16778,1262.50462
717.0,101.90661323,101.38495623,95.05681502,786.799737,203.890743,-0.557283901,1266.96351,1261.91329
718.0,102.35380752,101.12306901,95.108861807,786.884914,203.68629,-0.165503334,1266.31513,1262.19844
719.0,102.58689013,101.07393098,95.097752009,786.926511,203.554717,0.105219646,1265.33959,1262.6548
720.0,102.99430028,100.95239899,95.302152132,786.80034,203.52877,0.414706857,1264.18119,1261.89251
721.0,102.74928607,101.28031398,95.25737635,786.727263,203.572787,0.375612639,1262.77759,1262.7089
722.0,102.06769789,102.14860793,95.539112507,786.488361,203.697424,-0.0303334491,1260.23981,1263.11372
723.0,101.79797506,102.31694589,95.443933643,786.346783,203.80815,-0.217687394,1260.52074,1262.87482
724.0,101.17324405,102.68711298,95.162070272,786.605732,203.944202,-0.592962957,1261.22386,1264.17303
725.0,100.94564954,102.84287175,95.120694899,786.845935,204.001108,-0.815929383,1262.12211,1264.21891
726.0,100.83890147,103.10614605,95.372094556,786.675551,203.954191,-1.02170348,1261.68839,1263.2431
727.0,101.04349126,102.95759545,95.450290103,786.405703,203.898968,-0.993122439,1262.00391,1261.95127
728.0,100.74852942,103.04591959,95.116226586,786.605048,203.914328,-1.1306428,1262.72206,1263.15109
729.0,100.16711612,103.46414658,94.791242005,787.156196,203.943248,-1.45096525,1263.33809,1265.17915
730.0,99.869939587,103.89159222,94.813808582,787.467432,203.893648,-1.72891843,1263.38112,1265.47544
731.0,100.35848663,103.67116069,94.985153414,787.382426,203.806186,-1.59311843,1263.86697,1263.47604
732.0,101.36861468,102.92753526,95.212498259,787.066441,203.791302,-1.06834175,1264.27601,1260.68837
733.0,102.12860317,102.23724064,95.239475012,786.845779,203.87075,-0.509482273,1264.24079,1259.6223
734.0,103.1365652,101.01392555,94.881995135,787.110495,204.01255,0.357751983,1266.10145,1259.72329
735.0,104.01399759,100.3280898,95.241842744,787.039219,204.130315,1.10924507,1264.99778,1259.06863
736.0,103.86164354,100.51616813,95.342324778,786.698013,204.13704,1.30730122,1262.49375,1260.41649
737.0,103.35111327,101.06146336,95.568181371,786.321847,204.205389,1.1807317,1259.97105,1261.31642
738.0,102.73957367,101.43004943,95.387264334,786.2442,204.262864,0.939321211,1259.70446,1262.65815
739.0,102.22218308,101.78575862,95.356650381,786.337213,204.312768,0.634962747,1259.92283,1263.39278
740.0,101.42883588,102.63676812,95.645126041,786.091428,204.265053,0.0465326551,1258.55813,1263.55085
741.0,101.04303401,103.04166356,95.887195357,785.623601,204.179349,-0.35896512,1258.22678,1262.36413
742.0,101.11823633,102.72182775,95.753940788,785.482451,204.141434,-0.412086187,1260.07267,1261.48224
743.0,101.59629101,101.86352999,95.372113876,785.875524,204.122522,-0.106213066,1263.33528,1261.54951
744.0,101.65543361,101.70903202,95.323321348,786.240009,204.028369,-0.0189274723,1263.96002,1262.55811
745.0,101.42180166,101.95913668,95.284098433,786.402753,203.838853,-0.118219683,1263.54588,1263.71705
746.0,101.3659301,102.11693868,95.302639794,786.470155,203.680724,-0.175289626,1263.30621,1263.85958
747.0,101.50119533,102.18706651,95.477672087,786.347736,203.580795,-0.168743305,1262.76583,1262.99325
748.0,101.45073519,102.18601448,95.243382218,786.468041,203.548153,-0.191009904,1263.20989,1263.45448
749.0,101.49413414,102.16250564,95.160263133,786.738181,203.594856,-0.176859549,1263.6169,1263.66602
750.0,101.56321315,102.14231474,95.085527481,786.938806,203.60882,-0.148660541,1263.88497,1263.79496
751.0,101.47443552,102.39844493,95.206713025,786.926631,203.62476,-0.243340046,1263.01929,1263.64854
752.0,101.99778938,101.96697801,95.226352964,786.839106,203.651683,0.0321960459,1263.62405,1262.30375
753.0,102.57314769,101.50690523,95.358268111,786.685373,203.725415,0.388259575,1263.57689,1261.07907
754.0,102.83245856,101.1156989,95.114556395,786.793805,203.805199,0.682337218,1264.06381,1261.71307
755.0,102.30187479,101.5444867,94.91852653,787.135735,203.896817,0.506364828,1263.29166,1263.99964
756.0,101.93980481,101.96581189,94.905468502,787.336826,203.91393,0.293051647,1262.78018,1264.81699
757.0,101.92284146,102.29610089,95.291010903,787.029889,203.891407,0.143416994,1261.50181,1263.36975
758.0,101.47716307,102.868824,95.44263545,786.587292,203.896144,-0.224607904,1260.00329,1262.90225
759.0,101.49867496,102.95128827,95.740101266,786.110864,204.003743,-0.346982914,1259.43464,1261.09838
760.0,101.75436635,102.53687204,95.741422987,785.805612,204.117825,-0.226619001,1260.32667,1259.9509
761.0,101.49644959,102.36427906,95.355928161,786.058796,204.228537,-0.264846628,1261.69761,1261.6064
762.0,101.72862964,101.77986481,94.990737683,786.651324,204.249438,-0.0223167511,1264.2573,1262.75072
763.0,101.42928662,102.0470951,94.925021752,787.048188,204.119868,-0.144947683,1264.15338,1264.41454
764.0,101.55123635,102.3298652,95.437164645,786.709285,203.916077,-0.18489778,1262.45937,1262.9792
765.0,102.18301368,101.801738,95.452940696,786.335638,203.769512,0.154610838,1262.96085,1261.21627
766.0,102.60653255,101.28746462,95.262484192,786.442383,203.806709,0.494378872,1263.77799,1261.23843
767.0,102.34669656,101.63027724,95.405413177,786.470589,203.866056,0.416805104,1262.25414,1262.15264
768.0,102.04462552,101.86470042,95.300863211,786.496317,203.87537,0.297557498,1261.91253,1263.04159
769.0,101.94162228,101.89836485,95.219892542,786.631778,203.909238,0.243622579,1262.32534,1263.33688
770.0,101.70224664,102.32306517,95.565109309,786.384298,203.909267,0.0180603282,1260.90103,1262.73929
771.0,101.18129765,102.76251182,95.481705917,786.192992,203.886174,-0.328919253,1260.44421,1263.21503
772.0,101.09674568,102.74406776,95.421947951,786.245242,203.932553,-0.448737148,1261.32078,1262.91201
773.0,101.66437394,102.10122548,95.376193986,786.33243,203.936305,-0.163121972,1263.139,1261.74294
774.0,102.2973447,101.34411818,95.18828977,786.551093,203.904475,0.274276947,1264.8292,1261.54489
775.0,103.30986029,100.50646344,95.460452198,786.462192,203.858183,0.937107937,1265.0094,1260.01254
776.0,103.68276619,100.04063978,95.241554378,786.490591,203.785943,1.37879012,1264.95752,1261.0135
777.0,103.45614223,100.2305775,95.125304121,786.742537,203.79607,1.43898317,1263.95263,1262.96206
778.0,102.9660899,100.87316627,95.274501934,786.746493,203.771848,1.19415395,1262.08405,1263.981
779.0,102.54497668,101.50798,95.550297983,786.414216,203.743472,0.85592164,1260.3304,1263.53436
780.0,102.76500942,101.34929354,95.689415268,786.04768,203.7754,0.868696481,1260.58174,1261.7508
781.0,102.87167985,101.30329227,95.991258593,785.593031,203.867919,0.846852371,1259.92095,1260.30147
782.0,102.56701596,101.17781192,95.552364686,785.696403,203.950047,0.751850565,1261.20728,1261.75273
783.0,101.97872127,101.46827336,95.316626704,786.171329,204.025022,0.444899035,1261.94775,1263.82895
784.0,101.41462334,101.90406828,95.158468563,786.551726,203.931624,0.0563075865,1262.52184,1265.2865
785.0,101.31479454,102.03796505,95.087703382,786.797505,203.770081,-0.145713662,1263.4631,1265.22732
786.0,101.58625126,101.85048685,94.96158472,787.03469,203.619618,-0.124082292,1264.72639,1264.6289
787.0,101.93509308,102.00855143,95.52843596,786.676848,203.530665,-0.122422161,1263.00606,1262.38848
788.0,101.71899846,102.41584539,95.670789717,786.163357,203.499356,-0.331309398,1261.19907,1261.81064
789.0,101.37226912,102.62387722,95.481426079,786.150217,203.647453,-0.546007793,1261.208,1262.36651
790.0,100.85759815,102.92900384,95.24968147,786.471324,203.809916,-0.861811302,1261.77472,1263.66388
791.0,100.81340648,102.81365528,95.031287301,786.86797,203.871993,-0.937633405,1263.41768,1264.04874
792.0,100.90906454,102.985851,95.453539029,786.678577,203.843529,-1.0244247,1262.50082,1262.69317
793.0,100.97139022,102.94425292,95.437521175,786.388945,203.771373,-1.03197329,1262.41383,1262.07166
794.0,101.47499609,102.42651208,95.446610863,786.318014,203.812554,-0.736877986,1263.23643,1260.99175
795.0,101.59442651,102.16152764,95.227527469,786.503054,203.846917,-0.560805852,1263.8575,1261.80764
796.0,101.78457249,101.84119179,94.978281359,786.907831,203.865114,-0.32735064,1264.88424,1262.81443
797.0,101.93332671,101.92939331,95.269121451,786.882811,203.828727,-0.216500377,1263.71565,1262.51136
798.0,102.10945765,101.80694862,95.220499654,786.755102,203.761073,-0.053112111,1263.48806,1262.36526
799.0,101.68860976,102.22518068,95.134256995,786.838612,203.794955,-0.23539215,1262.56319,1263.54862
800.0,101.83750845,102.17046342,95.219837337,786.838257,203.835439,-0.170940254,1262.62951,1262.862
801.0,101.55400414,102.4402122,95.128886134,786.875118,203.861556,-0.328410078,1262.31074,1263.45649
802.0,101.55689481,102.43236233,95.071202586,786.98814,203.910361,-0.345680331,1262.74221,1263.35296
803.0,101.57980924,102.37644377,94.936883079,787.170184,203.938313,-0.335123736,1263.35991,1263.53605
804.0,101.38209988,102.7995852,95.230439083,787.017193,203.955294,-0.519952055,1261.9059,1263.11517
805.0,101.16488189,103.12559603,95.364909658,786.681017,203.955614,-0.71009949,1260.92019,1262.54333
806.0,100.66875702,103.48594918,95.186296014,786.680829,204.030971,-1.01499136,1260.91493,1263.28637
807.0,100.47402264,103.62838519,95.181945897,786.780884,204.117473,-1.19380451,1261.38908,1263.18487
808.0,100.52823882,103.63948993,95.356762808,786.63285,204.129884,-1.24906671,1261.44625,1262.2112
809.0,101.06016801,102.94512976,95.14554764,786.675585,204.120726,-0.914254554,1263.38137,1261.47524
810.0,101.35683113,102.52382538,94.97426344,786.958127,204.136393,-0.636140444,1264.36576,1262.01762
811.0,101.99057136,101.89187617,94.90659363,787.188364,204.092695,-0.148757969,1265.31125,1261.87398
812.0,102.62630103,101.5526802,95.283615977,786.939769,204.022016,0.304417306,1264.07328,1260.6922
813.0,102.76105449,101.65289915,95.629813082,786.347673,203.975493,0.494427695,1261.6209,1260.08141
814.0,102.49520467,101.78187712,95.524202987,786.104551,204.043322,0.50791657,1260.69972,1260.98293
815.0,102.12842864,101.9504302,95.427928459,786.191059,204.166866,0.41068367,1260.6158,1262.10725
816.0,102.24222169,101.44884622,94.947951395,786.696679,204.203605,0.599497699,1263.24971,1263.25368
817.0,102.70338172,100.98604224,94.977439824,787.054368,204.162023,0.906358636,1264.44537,1263.05378
818.0,102.85297188,100.85017754,94.838429399,787.249111,204.005038,1.06768375,1264.70187,1263.7481
819.0,102.76258665,101.18226389,95.014786482,787.228658,203.899833,1.01280552,1263.28794,1263.88955
820.0,102.49959354,101.72097291,95.252716593,786.929758,203.834271,0.792086133,1261.38918,1263.49218
821.0,102.28820816,102.0777354,95.401560021,786.606893,203.871131,0.576135471,1260.32767,1262.73681
822.0,102.05690962,102.21971333,95.303979856,786.543873,203.987609,0.385280384,1260.55687,1262.6807
823.0,102.12049932,101.99878182,95.167868042,786.704145,204.113721,0.385070756,1261.82664,1262.54061
824.0,102.23359024,101.84396572,95.211059419,786.761575,204.168022,0.417004439,1262.30972,1262.26684
825.0,101.94840245,102.11425536,95.260747461,786.681104,204.151775,0.232967487,1261.67574,1262.7246
826.0,101.61743738,102.52510667,95.475267417,786.41796,204.127035,-0.033394689,1260.54291,1262.51196
827.0,101.43510661,102.65124059,95.48759525,786.210742,204.105576,-0.206312132,1260.57409,1262.20188
828.0,101.8579634,102.13800403,95.486743736,786.150975,204.117899,-0.00671165795,1261.9266,1261.07434
829.0,102.30086759,101.52798802,95.342271605,786.267965,204.107382,0.304315137,1263.35109,1260.96599
830.0,102.80423123,100.9984753,95.396472696,786.326543,204.070243,0.679417277,1263.83045,1260.75125
831.0,103.07685832,100.77770409,95.541046157,786.173827,203.989781,0.93739469,1263.12321,1260.74538
832.0,103.19032282,100.61362297,95.520838305,786.073587,203.927423,1.12506106,1262.73929,1261.19954
833.0,102.65672481,100.85120515,95.061547858,786.494116,203.903136,0.973161514,1263.12886,1263.94448
834.0,101.96364213,101.4601391,94.835505096,787.086388,203.870073,0.58152318,1263.19883,1266.19404
835.0,101.60163823,102.02796043,94.918445041,787.30416,203.749358,0.208174621,1262.88273,1266.25783
836.0,101.46655431,102.48528107,95.143279347,787.125066,203.640833,-0.107391188,1262.10569,1264.93627
837.0,101.38068319,102.68057692,95.076238231,787.041346,203.637088,-0.331066974,1262.24934,1264.13011
838.0,101.91853593,102.45916808,95.501883311,786.688747,203.742003,-0.218238279,1261.85539,1261.30734
839.0,102.5932973,101.88269248,95.719762266,786.157824,203.848422,0.122832701,1261.77572,1259.05552
840.0,102.88686021,101.33709728,95.548379026,786.041331,204.024849,0.431818281,1262.32611,1259.27927
841.0,102.97253222,100.57880089,95.265655458,786.278896,204.17523,0.782026623,1263.41748,1260.30354
842.0,103.34851581,99.552583933,95.063111035,786.573502,204.191472,1.31788359,1264.90469,1260.83219
843.0,103.56855426,98.907164795,94.988131417,786.760298,203.978093,1.73172136,1265.15716,1261.61218
844.0,103.32967545,98.88246374,94.887635146,786.938816,203.619095,1.81844701,1264.37545,1263.13255
845.0,102.37296057,99.845814956,95.051914674,786.942747,203.23797,1.32135394,1261.62684,1264.69105
846.0,101.69349582,100.4980421,95.108241871,786.877648,202.896026,0.843009349,1260.52204,1264.71478
847.0,101.61305309,100.31573877,94.826255213,787.170484,202.670276,0.707989603,1262.21041,1264.21549
848.0,101.28188374,100.55858388,94.892247233,787.409009,202.510696,0.404335117,1262.0537,1263.96463
849.0,101.42667215,100.59787469,95.48972059,786.917955,202.316728,0.308248188,1260.56082,1261.15542
850.0,101.09423111,100.64922452,95.480777243,786.482434,202.157975,0.102997852,1259.86056,1260.59239
851.0,101.3474384,99.946144288,95.38452343,786.483583,202.113499,0.303233803,1261.30475,1259.68992
852.0,101.34140119,99.359605536,95.034220584,786.871785,201.990151,0.46497383,1263.00143,1260.81084
853.0,100.86703891,99.416521376,94.845462855,787.351597,201.757962,0.33322442,1263.23901,1262.80964
854.0,100.24933112,99.796508413,94.760207247,787.677283,201.405644,0.020725281,1262.86984,1264.24647
855.0,100.19930387,99.756307576,94.783803893,787.825739,201.031616,-0.0612343859,1263.1896,1263.6922
856.0,100.18594259,99.67851545,94.742653487,787.947731,200.703024,-0.112028243,1263.37789,1263.20357
857.0,100.43576334,99.21517933,94.475418746,788.31942,200.453886,0.0542978096,1264.70465,1262.99019
858.0,100.52496345,99.030494818,94.382920405,788.719417,200.25741,0.143843843,1264.86881,1263.14659
859.0,100.95871956,98.805326705,94.813370656,788.529978,200.055255,0.366203674,1263.51057,1261.14686
860.0,101.34323783,98.466936671,95.112049342,787.99992,199.888656,0.635461618,1262.01606,1259.23322
861.0,101.04995895,98.508709046,95.158298998,787.681824,199.847119,0.610769643,1260.45937,1259.4072
862.0,100.32785878,98.866564625,95.193616427,787.555988,199.834805,0.317127028,1259.13771,1260.3745
863.0,99.451182748,99.171335898,94.920277315,787.753383,199.742759,-0.0906658642,1259.5101,1262.08866
864.0,98.805420793,99.282839398,94.630268131,788.221012,199.55998,-0.438824493,1260.99477,1263.4067
865.0,98.16714446,99.731502219,94.749032517,788.398769,199.247493,-0.903614416,1260.84665,1263.65012
866.0,97.611157074,100.15860222,94.83969165,788.315285,198.861082,-1.35836586,1260.51391,1263.26119
867.0,97.26398754,100.35475098,94.8844668,788.24771,198.54027,-1.68747237,1260.6235,1262.47526
868.0,97.461797405,99.986803675,94.928735792,788.222129,198.283433,-1.65812624,1261.59342,1260.92735
869.0,97.495550968,99.674204176,94.825630567,788.339801,198.061869,-1.60651528,1262.29055,1260.6974
870.0,97.94577724,99.316447063,94.827753047,788.532961,197.857446,-1.35776681,1263.16676,1260.34483
871.0,97.968308047,99.371808558,94.61382576,788.891863,197.628216,-1.29814808,1263.53176,1261.66928
872.0,97.977157312,99.42110378,94.368525904,789.413207,197.506218,-1.24432472,1264.18011,1262.94453
873.0,98.025720188,99.802476616,94.817835086,789.309177,197.450851,-1.29026412,1262.35512,1262.02363
874.0,98.382812109,99.531867389,94.803318366,789.047233,197.433321,-1.07363849,1262.41562,1260.86051
875.0,99.323827274,98.594891906,94.831972621,788.960566,197.564946,-0.44652508,1263.51635,1259.08294
876.0,99.840637054,98.032269319,94.834752163,788.909106,197.681524,0.0447451895,1263.4143,1258.98876
877.0,99.640494302,98.026342923,94.561351588,789.130584,197.760589,0.187559083,1263.07535,1261.1119
878.0,99.459394854,98.161805674,94.49256202,789.391187,197.798028,0.231344204,1262.74248,1262.39717
879.0,98.984985277,98.76790568,94.625645166,789.362394,197.754298,-0.0195253433,1261.26109,1263.13184
880.0,98.419296213,99.405484982,94.634079871,789.269233,197.709932,-0.396636426,1260.34969,1263.5564
881.0,98.314813631,99.565277177,94.648620202,789.23443,197.724252,-0.563552639,1260.69915,1262.8155
882.0,98.210141521,99.67042031,94.59230099,789.276683,197.757761,-0.706126542,1261.16344,1262.5055
883.0,98.530263609,99.382523241,94.609098088,789.305816,197.798538,-0.582442915,1262.04572,1261.4819
884.0,98.811008399,99.174564604,94.713695408,789.202152,197.825879,-0.431584291,1262.04476,1260.69935
885.0,99.378518323,98.761043649,95.021042316,788.822474,197.854849,-0.0910777025,1261.56065,1258.98455
886.0,99.655745814,98.522927984,95.254645571,788.321237,197.898423,0.162346941,1260.46908,1258.15302
887.0,99.585168147,98.393972046,95.222417345,788.073524,197.978803,0.288325798,1260.01956,1258.75152
888.0,99.096072847,98.531436499,94.97519262,788.236494,198.045426,0.181727908,1260.2449,1260.80858
889.0,99.315179274,98.002474489,94.693057694,788.657181,198.023331,0.423374298,1262.50163,1261.55238
890.0,99.522968035,97.696991865,94.571420769,789.02266,197.89139,0.622742718,1263.63249,1262.26169
891.0,99.806594305,97.712526919,94.970998748,788.817398,197.700145,0.766946199,1262.42358,1261.30467
892.0,99.969670341,97.675701959,95.064429352,788.470933,197.540083,0.886300197,1261.589,1260.75451
893.0,99.998448788,97.665595455,95.091668829,788.336592,197.533096,0.945457415,1261.09461,1260.70508
894.0,98.807313721,98.839943796,95.137280931,788.268903,197.570521,0.263963811,1258.69136,1262.85143
895.0,98.174418777,99.329318633,95.010280155,788.349476,197.601696,-0.19606616,1259.13331,1263.40371
896.0,97.708431413,99.747207032,95.052004071,788.397943,197.616883,-0.635542431,1259.53413,1263.23933
897.0,97.413437233,99.824407625,94.741596262,788.664506,197.579168,-0.925672118,1261.30416,1263.66777
898.0,97.46202807,99.847552991,94.846630204,788.810912,197.537991,-1.0609365,1262.01802,1262.89118
899.0,97.279206807,100.17713416,94.995475609,788.656082,197.437943,-1.30259855,1261.36952,1262.41665
900.0,97.393170399,100.06259527,94.914520055,788.621122,197.395155,-1.31041908,1262.01137,1261.84658
901.0,97.613153367,99.984192897,95.128969431,788.477569,197.41555,-1.25185607,1261.6864,1260.7686
902.0,97.91994616,99.702409893,95.200170456,788.261198,197.428955,-1.06483992,1261.71514,1259.93538
903.0,97.969849402,99.416620513,94.895273663,788.448002,197.485086,-0.90853523,1262.62916,1260.92204
904.0,98.328437541,98.911820255,94.705542282,788.840555,197.530843,-0.576682604,1263.98824,1261.45581
905.0,98.608330447,98.552712577,94.480217711,789.250593,197.482719,-0.274675702,1264.91023,1262.41726
906.0,98.844512066,98.494234529,94.562510498,789.409292,197.401898,-0.0609220068,1264.35962,1262.59828
907.0,99.088287595,98.63401803,94.956860272,789.050781,197.321613,0.081849147,1262.39251,1261.42819
908.0,99.550390657,98.19821316,94.838047138,788.864225,197.327325,0.436840197,1262.64763,1260.70642
909.0,99.133974244,98.506133796,94.604131206,789.119899,197.458985,0.329613511,1262.06811,1262.54495
910.0,99.129921988,98.431535433,94.393581728,789.517359,197.555525,0.391153971,1262.92307,1263.28553
911.0,99.396051491,98.420258408,94.70052175,789.444635,197.583719,0.497272426,1262.26487,1262.14242
912.0,99.667012425,98.234911871,94.730328506,789.209843,197.576298,0.663528171,1262.05503,1261.33781
913.0,100.05802669,97.85756621,94.732452616,789.125065,197.656302,0.940183106,1262.261,1260.67628
914.0,100.33806996,97.768120416,95.108022224,788.748037,197.738176,1.12620549,1260.84978,1259.55005
915.0,100.18980465,97.791543375,95.038027787,788.487337,197.797315,1.14684325,1260.23191,1260.09416
916.0,100.25015037,97.52827071,94.928548126,788.543587,197.900273,1.27649798,1260.90072,1260.48666
917.0,99.943785756,97.524821069,94.574708675,788.925513,197.927298,1.21244516,1261.89732,1262.42555
918.0,99.319984856,98.052084503,94.43395442,789.336845,197.877672,0.858313373,1261.8238,1264.35102
